vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point,avg_relative_humidity_in_percent,delay_indicator
Coastal Celebration,2017/3/7,17:00:00,2.35,1.75,96,0
Queen of Alberni,2017/3/7,17:45:00,2.35,1.75,96,0
Queen of Surrey,2017/3/7,18:50:00,2.3,1.75,96,0
Queen of imo,2017/3/7,19:20:00,2.55,2,96,1
Queen of Coquitlam,2017/3/7,19:50:00,2.55,2,96,0
Coastal Reissance,2017/3/7,19:00:00,2.55,2,96,0
Queen of Surrey,2017/3/7,20:45:00,2.95,2.3,95.5,0
Coastal Inspiration,2017/3/7,20:15:00,2.95,2.3,95.5,1
Queen of Alberni,2017/3/7,20:15:00,2.95,2.3,95.5,0
Queen of Oak Bay,2017/3/7,21:00:00,2.85,2.15,95,0
Coastal Celebration,2017/3/7,21:00:00,2.85,2.15,95,0
Queen of Alberni,2017/3/7,22:45:00,2.5,1.85,95.5,0
Coastal Inspiration,2017/3/7,22:45:00,2.5,1.85,95.5,0
Coastal Inspiration,2017/3/8,5:15:00,2.6,0.5,86,0
Queen of Alberni,2017/3/8,5:15:00,2.6,0.5,86,0
Queen of Surrey,2017/3/8,6:20:00,2.65,0.55,86,1
Queen of Cowichan,2017/3/8,6:30:00,2.65,0.55,86,0
Coastal Reissance,2017/3/8,7:00:00,2.8,0.85,87,0
Queen of Alberni,2017/3/8,7:45:00,2.8,0.85,87,0
Queen of Coquitlam,2017/3/8,7:20:00,2.8,0.85,87,0
Coastal Inspiration,2017/3/8,7:45:00,2.8,0.85,87,0
Queen of Surrey,2017/3/8,8:25:00,3.15,0.5,82.5,0
Queen of Oak Bay,2017/3/8,8:30:00,3.15,0.5,82.5,0
Coastal Celebration,2017/3/8,9:00:00,3.55,0.05,77.5,0
Queen of Coquitlam,2017/3/8,9:25:00,3.55,0.05,77.5,0
Queen of imo,2017/3/8,10:10:00,4.7,0.85,76,0
Queen of Alberni,2017/3/8,10:15:00,4.7,0.85,76,0
Coastal Inspiration,2017/3/8,10:15:00,4.7,0.85,76,1
Queen of Cowichan,2017/3/8,10:30:00,4.7,0.85,76,0
Queen of Surrey,2017/3/8,10:25:00,4.7,0.85,76,0
Coastal Reissance,2017/3/8,11:00:00,5.6,1.2,73.5,0
Queen of Coquitlam,2017/3/8,11:25:00,5.6,1.2,73.5,0
Coastal Inspiration,2017/3/8,12:45:00,5.8,1.15,72,1
Queen of Alberni,2017/3/8,12:45:00,5.8,1.15,72,0
Queen of Oak Bay,2017/3/8,12:30:00,5.8,1.15,72,0
Queen of Surrey,2017/3/8,12:35:00,5.8,1.15,72,0
Queen of Coquitlam,2017/3/8,13:35:00,6.2,0.4,66.5,0
Coastal Celebration,2017/3/8,13:00:00,6.2,0.4,66.5,0
Queen of Surrey,2017/3/8,14:45:00,6.35,-0.9,60,0
Queen of Cowichan,2017/3/8,15:00:00,5.8,-1.35,60.5,0
Queen of Alberni,2017/3/8,15:15:00,5.8,-1.35,60.5,0
Queen of Coquitlam,2017/3/8,15:45:00,5.8,-1.35,60.5,0
Coastal Inspiration,2017/3/8,15:15:00,5.8,-1.35,60.5,1
Coastal Reissance,2017/3/8,15:00:00,5.8,-1.35,60.5,0
Queen of Surrey,2017/3/8,16:50:00,4.55,0.15,74.5,0
Coastal Inspiration,2017/3/8,17:45:00,3.15,1.7,90.5,0
Coastal Celebration,2017/3/8,17:00:00,3.15,1.7,90.5,0
Queen of Oak Bay,2017/3/8,17:00:00,3.15,1.7,90.5,0
Queen of Alberni,2017/3/8,17:45:00,3.15,1.7,90.5,0
Queen of Coquitlam,2017/3/8,17:50:00,3.15,1.7,90.5,0
Queen of Surrey,2017/3/8,18:50:00,2.45,1.65,94.5,0
Queen of imo,2017/3/8,19:20:00,2.55,1.85,95,0
Queen of Coquitlam,2017/3/8,19:50:00,2.55,1.85,95,0
Coastal Reissance,2017/3/8,19:00:00,2.55,1.85,95,0
Queen of Alberni,2017/3/8,20:15:00,2.6,1.9,95,0
Coastal Inspiration,2017/3/8,20:15:00,2.6,1.9,95,0
Queen of Surrey,2017/3/8,20:45:00,2.6,1.9,95,0
Queen of Oak Bay,2017/3/8,21:00:00,2.45,1.75,95,0
Coastal Celebration,2017/3/8,21:00:00,2.45,1.75,95,0
Coastal Inspiration,2017/3/8,22:45:00,2.5,1.7,94,1
Queen of Alberni,2017/3/8,22:45:00,2.5,1.7,94,0
Coastal Inspiration,2017/3/9,5:15:00,2.8,1.9,94,0
Queen of Alberni,2017/3/9,5:15:00,2.8,1.9,94,0
Queen of Surrey,2017/3/9,6:20:00,2.7,1.75,94,0
Queen of Cowichan,2017/3/9,6:30:00,2.7,1.75,94,0
Queen of Coquitlam,2017/3/9,7:20:00,2.75,1.75,93.5,0
Coastal Inspiration,2017/3/9,7:45:00,2.75,1.75,93.5,0
Queen of Alberni,2017/3/9,7:45:00,2.75,1.75,93.5,0
Coastal Reissance,2017/3/9,7:00:00,2.75,1.75,93.5,0
Queen of Oak Bay,2017/3/9,8:30:00,3.1,1.65,90.5,0
Queen of Surrey,2017/3/9,8:25:00,3.1,1.65,90.5,0
Queen of Coquitlam,2017/3/9,9:25:00,3.7,1.45,85.5,0
Coastal Celebration,2017/3/9,9:00:00,3.7,1.45,85.5,0
Queen of Cowichan,2017/3/9,10:30:00,4.6,2,83,0
Queen of imo,2017/3/9,10:10:00,4.6,2,83,0
Queen of Surrey,2017/3/9,10:25:00,4.6,2,83,0
Queen of Alberni,2017/3/9,10:15:00,4.6,2,83,0
Coastal Inspiration,2017/3/9,10:15:00,4.6,2,83,0
Queen of Coquitlam,2017/3/9,11:25:00,4.85,2.05,82,0
Coastal Reissance,2017/3/9,11:00:00,4.85,2.05,82,0
Queen of Oak Bay,2017/3/9,12:30:00,4.9,1.85,80.5,0
Queen of Surrey,2017/3/9,12:35:00,4.9,1.85,80.5,0
Coastal Inspiration,2017/3/9,12:45:00,4.9,1.85,80.5,0
Queen of Alberni,2017/3/9,12:45:00,4.9,1.85,80.5,0
Queen of Coquitlam,2017/3/9,13:35:00,5.05,2.1,81,0
Coastal Celebration,2017/3/9,13:00:00,5.05,2.1,81,0
Spirit of Vancouver Island,2017/3/9,14:00:00,4.45,2.35,86.5,0
Queen of Surrey,2017/3/9,14:45:00,4.45,2.35,86.5,0
Queen of Cowichan,2017/3/9,15:00:00,4,2.8,92,0
Queen of Alberni,2017/3/9,15:15:00,4,2.8,92,0
Coastal Inspiration,2017/3/9,15:15:00,4,2.8,92,0
Coastal Reissance,2017/3/9,15:00:00,4,2.8,92,0
Queen of Coquitlam,2017/3/9,15:45:00,4,2.8,92,0
Queen of Surrey,2017/3/9,16:50:00,4,2.95,93,0
Coastal Celebration,2017/3/9,17:00:00,3.85,2.9,94,0
Queen of Alberni,2017/3/9,17:45:00,3.85,2.9,94,0
Queen of Oak Bay,2017/3/9,17:00:00,3.85,2.9,94,0
Coastal Inspiration,2017/3/9,17:45:00,3.85,2.9,94,0
Queen of Coquitlam,2017/3/9,17:50:00,3.85,2.9,94,0
Queen of Surrey,2017/3/9,18:50:00,3.55,2.8,95,0
Spirit of Vancouver Island,2017/3/9,18:00:00,3.55,2.8,95,0
Coastal Reissance,2017/3/9,19:00:00,3.9,3.1,94.5,0
Queen of Coquitlam,2017/3/9,19:50:00,3.9,3.1,94.5,0
Queen of imo,2017/3/9,19:20:00,3.9,3.1,94.5,0
Queen of Surrey,2017/3/9,20:45:00,4.3,3.45,94.5,0
Queen of Alberni,2017/3/9,20:15:00,4.3,3.45,94.5,0
Coastal Inspiration,2017/3/9,20:15:00,4.3,3.45,94.5,1
Coastal Celebration,2017/3/9,21:00:00,4.2,3.45,95,0
Queen of Oak Bay,2017/3/9,21:00:00,4.2,3.45,95,0
Coastal Inspiration,2017/3/9,22:45:00,4.4,3.75,95.5,0
Queen of Alberni,2017/3/9,22:45:00,4.4,3.75,95.5,0
Queen of Alberni,2017/3/10,5:15:00,5.9,5.4,97,0
Coastal Inspiration,2017/3/10,5:15:00,5.9,5.4,97,0
Queen of Surrey,2017/3/10,6:20:00,5.85,5.4,97,0
Queen of Cowichan,2017/3/10,6:30:00,5.85,5.4,97,0
Coastal Reissance,2017/3/10,7:00:00,5.9,5.5,97,0
Queen of Alberni,2017/3/10,7:45:00,5.9,5.5,97,0
Coastal Inspiration,2017/3/10,7:45:00,5.9,5.5,97,0
Queen of Coquitlam,2017/3/10,7:20:00,5.9,5.5,97,0
Queen of Surrey,2017/3/10,8:25:00,6.2,5.75,97,0
Queen of Oak Bay,2017/3/10,8:30:00,6.2,5.75,97,0
Spirit of Vancouver Island,2017/3/10,9:00:00,7.05,6.4,96,0
Queen of Coquitlam,2017/3/10,9:25:00,7.05,6.4,96,0
Queen of imo,2017/3/10,10:10:00,8.65,6.75,88.5,0
Queen of Alberni,2017/3/10,10:15:00,8.65,6.75,88.5,0
Coastal Inspiration,2017/3/10,10:15:00,8.65,6.75,88.5,0
Queen of Surrey,2017/3/10,10:25:00,8.65,6.75,88.5,0
Queen of Cowichan,2017/3/10,10:30:00,8.65,6.75,88.5,0
Coastal Reissance,2017/3/10,11:00:00,8.65,6.2,85,0
Queen of Coquitlam,2017/3/10,11:25:00,8.65,6.2,85,0
Coastal Inspiration,2017/3/10,12:45:00,7.7,5.45,86,0
Queen of Surrey,2017/3/10,12:35:00,7.7,5.45,86,0
Queen of Alberni,2017/3/10,12:45:00,7.7,5.45,86,0
Queen of Oak Bay,2017/3/10,12:30:00,7.7,5.45,86,1
Spirit of Vancouver Island,2017/3/10,13:00:00,8.05,4.85,80.5,0
Queen of Coquitlam,2017/3/10,13:35:00,8.05,4.85,80.5,0
Coastal Celebration,2017/3/10,14:00:00,8.75,4.25,73.5,0
Queen of Surrey,2017/3/10,14:45:00,8.75,4.25,73.5,0
Queen of Alberni,2017/3/10,15:15:00,9.5,3.8,67.5,0
Coastal Reissance,2017/3/10,15:00:00,9.5,3.8,67.5,0
Coastal Inspiration,2017/3/10,15:15:00,9.5,3.8,67.5,0
Queen of Cowichan,2017/3/10,15:00:00,9.5,3.8,67.5,0
Queen of Coquitlam,2017/3/10,15:45:00,9.5,3.8,67.5,0
Queen of Surrey,2017/3/10,16:50:00,9.25,4.2,70.5,0
Queen of Alberni,2017/3/10,17:45:00,7.8,4.85,81.5,0
Spirit of Vancouver Island,2017/3/10,17:00:00,7.8,4.85,81.5,1
Coastal Inspiration,2017/3/10,17:45:00,7.8,4.85,81.5,1
Queen of Oak Bay,2017/3/10,17:00:00,7.8,4.85,81.5,1
Queen of Coquitlam,2017/3/10,17:50:00,7.8,4.85,81.5,0
Queen of Surrey,2017/3/10,18:50:00,6.65,4.9,88.5,0
Coastal Celebration,2017/3/10,18:00:00,6.65,4.9,88.5,0
Coastal Reissance,2017/3/10,19:00:00,6.25,4.65,89.5,0
Queen of Coquitlam,2017/3/10,19:50:00,6.25,4.65,89.5,0
Queen of Cowichan,2017/3/10,19:00:00,6.25,4.65,89.5,1
Queen of imo,2017/3/10,19:20:00,6.25,4.65,89.5,0
Queen of Surrey,2017/3/10,20:45:00,6,4.1,87.5,0
Coastal Inspiration,2017/3/10,20:15:00,6,4.1,87.5,0
Queen of Alberni,2017/3/10,20:15:00,6,4.1,87.5,0
Queen of Oak Bay,2017/3/10,21:00:00,6,4.2,88,1
Spirit of Vancouver Island,2017/3/10,21:00:00,6,4.2,88,0
Coastal Inspiration,2017/3/10,22:45:00,6.05,4.5,89.5,0
Queen of Alberni,2017/3/10,22:45:00,6.05,4.5,89.5,0
Coastal Inspiration,2017/3/11,5:15:00,5.9,3.8,86,0
Queen of Alberni,2017/3/11,5:15:00,5.9,3.8,86,0
Queen of Surrey,2017/3/11,6:20:00,6.4,3.55,82,0
Queen of Cowichan,2017/3/11,6:30:00,6.4,3.55,82,0
Coastal Inspiration,2017/3/11,7:45:00,6.9,3.75,80.5,0
Queen of Coquitlam,2017/3/11,7:20:00,6.9,3.75,80.5,0
Coastal Reissance,2017/3/11,7:00:00,6.9,3.75,80.5,0
Queen of Alberni,2017/3/11,7:45:00,6.9,3.75,80.5,0
Queen of imo,2017/3/11,8:35:00,6.6,3.75,82,0
Queen of Surrey,2017/3/11,8:25:00,6.6,3.75,82,0
Queen of Oak Bay,2017/3/11,8:30:00,6.6,3.75,82,0
Queen of Coquitlam,2017/3/11,9:25:00,6.6,3.8,82,0
Spirit of Vancouver Island,2017/3/11,9:00:00,6.6,3.8,82,0
Queen of Alberni,2017/3/11,10:15:00,6.35,4.4,87,0
Coastal Celebration,2017/3/11,10:00:00,6.35,4.4,87,0
Coastal Inspiration,2017/3/11,10:15:00,6.35,4.4,87,0
Queen of Cowichan,2017/3/11,10:30:00,6.35,4.4,87,1
Queen of Surrey,2017/3/11,10:25:00,6.35,4.4,87,0
Coastal Reissance,2017/3/11,11:00:00,6.4,5.3,92.5,0
Queen of Coquitlam,2017/3/11,11:25:00,6.4,5.3,92.5,0
Queen of Alberni,2017/3/11,12:45:00,6.9,6.1,94.5,0
Coastal Inspiration,2017/3/11,12:45:00,6.9,6.1,94.5,0
Queen of imo,2017/3/11,12:15:00,6.9,6.1,94.5,0
Queen of Oak Bay,2017/3/11,12:30:00,6.9,6.1,94.5,1
Queen of Surrey,2017/3/11,12:35:00,6.9,6.1,94.5,0
Queen of Coquitlam,2017/3/11,13:35:00,7.3,6.6,95.5,0
Spirit of Vancouver Island,2017/3/11,13:00:00,7.3,6.6,95.5,0
Queen of Surrey,2017/3/11,14:45:00,7.45,6.8,96,0
Coastal Reissance,2017/3/11,15:00:00,7,6.4,96,0
Coastal Inspiration,2017/3/11,15:15:00,7,6.4,96,0
Queen of Coquitlam,2017/3/11,15:45:00,7,6.4,96,0
Queen of Cowichan,2017/3/11,15:00:00,7,6.4,96,0
Queen of Alberni,2017/3/11,15:15:00,7,6.4,96,0
Queen of Surrey,2017/3/11,16:50:00,6.55,6,96,0
Coastal Inspiration,2017/3/11,17:45:00,6.5,6,96,0
Queen of Alberni,2017/3/11,17:45:00,6.5,6,96,0
Queen of Oak Bay,2017/3/11,17:00:00,6.5,6,96,0
Spirit of Vancouver Island,2017/3/11,17:00:00,6.5,6,96,0
Queen of Coquitlam,2017/3/11,17:50:00,6.5,6,96,0
Queen of Surrey,2017/3/11,18:50:00,6.9,6.3,95.5,0
Coastal Reissance,2017/3/11,19:00:00,7.35,6.65,95.5,0
Queen of Cowichan,2017/3/11,19:00:00,7.35,6.65,95.5,0
Queen of Coquitlam,2017/3/11,19:50:00,7.35,6.65,95.5,0
Queen of imo,2017/3/11,20:45:00,7.5,6.75,95,0
Queen of Surrey,2017/3/11,20:45:00,7.5,6.75,95,0
Spirit of Vancouver Island,2017/3/11,21:00:00,7.45,6.65,94.5,0
Queen of Oak Bay,2017/3/11,21:00:00,7.45,6.65,94.5,0
Queen of Surrey,2017/3/12,6:20:00,7,6.15,94.5,0
Queen of Cowichan,2017/3/12,6:30:00,7,6.15,94.5,0
Queen of Coquitlam,2017/3/12,7:20:00,7.15,6.3,94.5,0
Coastal Reissance,2017/3/12,7:00:00,7.15,6.3,94.5,0
Queen of Surrey,2017/3/12,8:25:00,7.45,6.55,94,0
Queen of Oak Bay,2017/3/12,8:30:00,7.45,6.55,94,0
Queen of Coquitlam,2017/3/12,9:25:00,7.75,6.85,94,0
Spirit of Vancouver Island,2017/3/12,9:00:00,7.75,6.85,94,0
Queen of Alberni,2017/3/12,10:15:00,7.9,7.05,94,0
Queen of Cowichan,2017/3/12,10:30:00,7.9,7.05,94,0
Queen of Surrey,2017/3/12,10:25:00,7.9,7.05,94,0
Coastal Inspiration,2017/3/12,10:15:00,7.9,7.05,94,0
Coastal Reissance,2017/3/12,11:00:00,7.95,7.2,94.5,0
Queen of Coquitlam,2017/3/12,11:25:00,7.95,7.2,94.5,0
Queen of imo,2017/3/12,11:10:00,7.95,7.2,94.5,0
Queen of Oak Bay,2017/3/12,12:30:00,8.6,7.6,93.5,1
Queen of Surrey,2017/3/12,12:35:00,8.6,7.6,93.5,0
Coastal Inspiration,2017/3/12,12:45:00,8.6,7.6,93.5,0
Queen of Alberni,2017/3/12,12:45:00,8.6,7.6,93.5,0
Spirit of Vancouver Island,2017/3/12,13:00:00,9.15,7.9,92,0
Queen of Coquitlam,2017/3/12,13:35:00,9.15,7.9,92,0
Coastal Celebration,2017/3/12,14:00:00,8.95,7.8,92.5,0
Queen of Surrey,2017/3/12,14:45:00,8.95,7.8,92.5,0
Coastal Inspiration,2017/3/12,15:15:00,8.85,7.75,93,0
Coastal Reissance,2017/3/12,15:00:00,8.85,7.75,93,0
Queen of Alberni,2017/3/12,15:15:00,8.85,7.75,93,0
Queen of Coquitlam,2017/3/12,15:45:00,8.85,7.75,93,0
Queen of Cowichan,2017/3/12,15:00:00,8.85,7.75,93,0
Queen of Surrey,2017/3/12,16:50:00,8.7,7.7,93.5,0
Coastal Inspiration,2017/3/12,17:45:00,8.35,7.45,94,1
Queen of Alberni,2017/3/12,17:45:00,8.35,7.45,94,0
Queen of Oak Bay,2017/3/12,17:00:00,8.35,7.45,94,1
Queen of Coquitlam,2017/3/12,17:50:00,8.35,7.45,94,0
Spirit of Vancouver Island,2017/3/12,17:00:00,8.35,7.45,94,0
Queen of Surrey,2017/3/12,18:50:00,7.85,7,94.5,0
Queen of imo,2017/3/12,18:40:00,7.85,7,94.5,0
Coastal Celebration,2017/3/12,18:00:00,7.85,7,94.5,0
Coastal Reissance,2017/3/12,19:00:00,7.45,6.7,95.5,1
Queen of Coquitlam,2017/3/12,19:50:00,7.45,6.7,95.5,0
Queen of Cowichan,2017/3/12,19:00:00,7.45,6.7,95.5,1
Queen of Surrey,2017/3/12,20:45:00,7.35,6.7,96,0
Coastal Inspiration,2017/3/12,20:15:00,7.35,6.7,96,0
Queen of Alberni,2017/3/12,20:15:00,7.35,6.7,96,0
Spirit of Vancouver Island,2017/3/12,21:00:00,7.3,6.65,95.5,0
Queen of imo,2017/3/12,21:35:00,7.3,6.65,95.5,0
Queen of Oak Bay,2017/3/12,21:00:00,7.3,6.65,95.5,1
Coastal Inspiration,2017/3/12,22:45:00,7.2,6.55,95.5,0
Queen of Alberni,2017/3/12,22:45:00,7.2,6.55,95.5,0
Coastal Celebration,2017/3/12,22:00:00,7.2,6.55,95.5,0
Queen of Alberni,2017/3/13,5:15:00,6.95,6.3,96,0
Coastal Inspiration,2017/3/13,5:15:00,6.95,6.3,96,0
Queen of Surrey,2017/3/13,6:20:00,7,6.45,96.5,0
Queen of Cowichan,2017/3/13,6:30:00,7,6.45,96.5,0
Coastal Inspiration,2017/3/13,7:45:00,7.1,6.6,97,0
Coastal Reissance,2017/3/13,7:00:00,7.1,6.6,97,1
Queen of Coquitlam,2017/3/13,7:20:00,7.1,6.6,97,0
Queen of Alberni,2017/3/13,7:45:00,7.1,6.6,97,0
Queen of Oak Bay,2017/3/13,8:30:00,7.05,6.6,97,0
Queen of Surrey,2017/3/13,8:25:00,7.05,6.6,97,0
Spirit of Vancouver Island,2017/3/13,9:00:00,7.35,6.95,97,0
Queen of Coquitlam,2017/3/13,9:25:00,7.35,6.95,97,0
Queen of imo,2017/3/13,10:10:00,7.7,7.2,96.5,0
Queen of Surrey,2017/3/13,10:25:00,7.7,7.2,96.5,1
Queen of Cowichan,2017/3/13,10:30:00,7.7,7.2,96.5,0
Coastal Inspiration,2017/3/13,10:15:00,7.7,7.2,96.5,0
Queen of Alberni,2017/3/13,10:15:00,7.7,7.2,96.5,0
Queen of Coquitlam,2017/3/13,11:25:00,7.8,7.2,96,0
Coastal Reissance,2017/3/13,11:00:00,7.8,7.2,96,0
Coastal Inspiration,2017/3/13,12:45:00,8,7.4,96,0
Queen of Alberni,2017/3/13,12:45:00,8,7.4,96,0
Queen of Oak Bay,2017/3/13,12:30:00,8,7.4,96,1
Queen of Surrey,2017/3/13,12:35:00,8,7.4,96,0
Spirit of Vancouver Island,2017/3/13,13:00:00,8.15,7.5,95.5,0
Queen of Coquitlam,2017/3/13,13:35:00,8.15,7.5,95.5,0
Queen of Surrey,2017/3/13,14:45:00,8.25,7.55,95,0
Queen of Cowichan,2017/3/13,15:00:00,8.3,7.6,95,0
Queen of New Westminster,2017/3/13,15:15:00,8.3,7.6,95,1
Coastal Inspiration,2017/3/13,15:15:00,8.3,7.6,95,0
Coastal Reissance,2017/3/13,15:00:00,8.3,7.6,95,0
Queen of Coquitlam,2017/3/13,15:45:00,8.3,7.6,95,0
Queen of Surrey,2017/3/13,16:50:00,8.25,7.65,96,0
Coastal Inspiration,2017/3/13,17:45:00,8.2,7.7,96.5,0
Queen of New Westminster,2017/3/13,17:45:00,8.2,7.7,96.5,1
Spirit of Vancouver Island,2017/3/13,17:00:00,8.2,7.7,96.5,0
Queen of Oak Bay,2017/3/13,17:00:00,8.2,7.7,96.5,0
Queen of Coquitlam,2017/3/13,17:50:00,8.2,7.7,96.5,0
Queen of Surrey,2017/3/13,18:50:00,8.15,7.65,96.5,0
Coastal Reissance,2017/3/13,19:00:00,8.05,7.45,96.5,0
Queen of Cowichan,2017/3/13,19:00:00,8.05,7.45,96.5,0
Queen of Coquitlam,2017/3/13,19:50:00,8.05,7.45,96.5,0
Queen of imo,2017/3/13,19:20:00,8.05,7.45,96.5,0
Queen of Surrey,2017/3/13,20:45:00,8,7.35,96,0
Coastal Inspiration,2017/3/13,20:15:00,8,7.35,96,0
Queen of New Westminster,2017/3/13,20:15:00,8,7.35,96,1
Queen of Oak Bay,2017/3/13,21:00:00,7.95,7.35,96,0
Spirit of Vancouver Island,2017/3/13,21:00:00,7.95,7.35,96,0
Coastal Inspiration,2017/3/13,22:45:00,7.9,7.3,96,0
Queen of New Westminster,2017/3/13,22:45:00,7.9,7.3,96,0
Queen of Alberni,2017/3/14,5:15:00,8.2,7.6,96,0
Coastal Inspiration,2017/3/14,5:15:00,8.2,7.6,96,0
Queen of Cowichan,2017/3/14,6:30:00,8.45,7.9,96,0
Queen of Surrey,2017/3/14,6:20:00,8.45,7.9,96,0
Queen of Coquitlam,2017/3/14,7:20:00,8.5,7.9,96.5,0
Queen of Alberni,2017/3/14,7:45:00,8.5,7.9,96.5,0
Coastal Reissance,2017/3/14,7:00:00,8.5,7.9,96.5,0
Coastal Inspiration,2017/3/14,7:45:00,8.5,7.9,96.5,0
Queen of Oak Bay,2017/3/14,8:30:00,8.3,7.8,97,0
Queen of Surrey,2017/3/14,8:25:00,8.3,7.8,97,0
Spirit of Vancouver Island,2017/3/14,9:00:00,8.55,8,96.5,0
Queen of Coquitlam,2017/3/14,9:25:00,8.55,8,96.5,0
Queen of Cowichan,2017/3/14,10:30:00,9.1,8.4,95.5,0
Queen of imo,2017/3/14,10:10:00,9.1,8.4,95.5,0
Queen of Alberni,2017/3/14,10:15:00,9.1,8.4,95.5,0
Queen of Surrey,2017/3/14,10:25:00,9.1,8.4,95.5,1
Coastal Inspiration,2017/3/14,10:15:00,9.1,8.4,95.5,0
Queen of Coquitlam,2017/3/14,11:25:00,9.9,9,94.5,0
Coastal Reissance,2017/3/14,11:00:00,9.9,9,94.5,0
Coastal Inspiration,2017/3/14,12:45:00,10.2,9.15,94,0
Queen of Surrey,2017/3/14,12:35:00,10.2,9.15,94,0
Queen of Oak Bay,2017/3/14,12:30:00,10.2,9.15,94,0
Queen of Alberni,2017/3/14,12:45:00,10.2,9.15,94,0
Spirit of Vancouver Island,2017/3/14,13:00:00,10,9.15,94.5,0
Queen of Coquitlam,2017/3/14,13:35:00,10,9.15,94.5,0
Queen of Surrey,2017/3/14,14:45:00,10.3,9.65,95.5,0
Queen of Coquitlam,2017/3/14,15:45:00,10.45,9.85,96,0
Spirit of British Columbia,2017/3/14,15:00:00,10.45,9.85,96,0
Queen of Alberni,2017/3/14,15:15:00,10.45,9.85,96,1
Coastal Inspiration,2017/3/14,15:15:00,10.45,9.85,96,0
Queen of Cowichan,2017/3/14,15:00:00,10.45,9.85,96,0
Queen of Surrey,2017/3/14,16:50:00,10.7,9.8,94.5,0
Coastal Inspiration,2017/3/14,17:45:00,11.15,9.5,90,0
Queen of Oak Bay,2017/3/14,17:00:00,11.15,9.5,90,0
Queen of Coquitlam,2017/3/14,17:50:00,11.15,9.5,90,0
Spirit of Vancouver Island,2017/3/14,17:00:00,11.15,9.5,90,0
Queen of Alberni,2017/3/14,17:45:00,11.15,9.5,90,0
Queen of Surrey,2017/3/14,18:50:00,11.15,8.85,86,0
Queen of imo,2017/3/14,19:20:00,11.2,8.8,85.5,0
Queen of Cowichan,2017/3/14,19:00:00,11.2,8.8,85.5,0
Spirit of British Columbia,2017/3/14,19:00:00,11.2,8.8,85.5,1
Queen of Coquitlam,2017/3/14,19:50:00,11.2,8.8,85.5,0
Queen of Alberni,2017/3/14,20:15:00,11.05,9.05,87.5,0
Coastal Inspiration,2017/3/14,20:15:00,11.05,9.05,87.5,0
Queen of Surrey,2017/3/14,20:45:00,11.05,9.05,87.5,0
Spirit of Vancouver Island,2017/3/14,21:00:00,10.45,8.85,90,0
Queen of Oak Bay,2017/3/14,21:00:00,10.45,8.85,90,0
Queen of Alberni,2017/3/14,22:45:00,9.9,8.45,91,0
Coastal Inspiration,2017/3/14,22:45:00,9.9,8.45,91,0
Queen of Alberni,2017/3/15,5:15:00,7.7,6.55,92.5,0
Coastal Inspiration,2017/3/15,5:15:00,7.7,6.55,92.5,0
Queen of Surrey,2017/3/15,6:20:00,7.65,6.5,92.5,0
Queen of Cowichan,2017/3/15,6:30:00,7.65,6.5,92.5,0
Queen of Alberni,2017/3/15,7:45:00,7.8,6.5,91.5,0
Queen of Coquitlam,2017/3/15,7:20:00,7.8,6.5,91.5,0
Spirit of British Columbia,2017/3/15,7:00:00,7.8,6.5,91.5,0
Coastal Inspiration,2017/3/15,7:45:00,7.8,6.5,91.5,0
Queen of Surrey,2017/3/15,8:25:00,8.3,6.35,88,0
Queen of Oak Bay,2017/3/15,8:30:00,8.3,6.35,88,0
Spirit of Vancouver Island,2017/3/15,9:00:00,8.75,6.65,87,0
Queen of Coquitlam,2017/3/15,9:25:00,8.75,6.65,87,0
Queen of Cowichan,2017/3/15,10:30:00,9,7.4,90,0
Queen of Alberni,2017/3/15,10:15:00,9,7.4,90,0
Queen of Surrey,2017/3/15,10:25:00,9,7.4,90,0
Coastal Inspiration,2017/3/15,10:15:00,9,7.4,90,0
Queen of imo,2017/3/15,10:10:00,9,7.4,90,0
Spirit of British Columbia,2017/3/15,11:00:00,9.2,7.6,90.5,0
Queen of Coquitlam,2017/3/15,11:25:00,9.2,7.6,90.5,0
Queen of Oak Bay,2017/3/15,12:30:00,9,7.75,92,0
Queen of Alberni,2017/3/15,12:45:00,9,7.75,92,0
Queen of Surrey,2017/3/15,12:35:00,9,7.75,92,0
Coastal Inspiration,2017/3/15,12:45:00,9,7.75,92,0
Queen of Coquitlam,2017/3/15,13:35:00,9.05,8.15,94,0
Spirit of Vancouver Island,2017/3/15,13:00:00,9.05,8.15,94,0
Queen of Surrey,2017/3/15,14:45:00,9.15,8.05,93.5,0
Spirit of British Columbia,2017/3/15,15:00:00,8.95,7.75,92.5,1
Queen of Alberni,2017/3/15,15:15:00,8.95,7.75,92.5,0
Queen of Cowichan,2017/3/15,15:00:00,8.95,7.75,92.5,0
Queen of Coquitlam,2017/3/15,15:45:00,8.95,7.75,92.5,0
Coastal Inspiration,2017/3/15,15:15:00,8.95,7.75,92.5,0
Queen of Surrey,2017/3/15,16:50:00,8.8,7.7,93,0
Spirit of Vancouver Island,2017/3/15,17:00:00,8.6,7.65,94,0
Queen of Oak Bay,2017/3/15,17:00:00,8.6,7.65,94,1
Coastal Inspiration,2017/3/15,17:45:00,8.6,7.65,94,0
Queen of Coquitlam,2017/3/15,17:50:00,8.6,7.65,94,0
