vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point_temperature,avg_relative_humidity,avg_wind_direction,avg_wind_speed,avg_visibility,avg_station_pressure,delay_indicator
Coastal Reissance,2017/2/27,13:00:00,1.65,0.5,92,350,11.5,10.45,100.525,0
Skee Queen,2017/2/27,13:00:00,1.65,0.5,92,350,11.5,10.45,100.525,0
Queen of Cumberland,2017/2/27,14:15:00,2.15,0.3,87.5,335,8.5,16.1,100.575,0
Mayne Queen,2017/2/27,14:50:00,2.15,0.3,87.5,335,8.5,16.1,100.575,0
Coastal Celebration,2017/2/27,15:00:00,2.3,-0.15,84,345,7,16.1,100.6,1
Skee Queen,2017/2/27,15:00:00,2.3,-0.15,84,345,7,16.1,100.6,0
Queen of Cumberland,2017/2/27,16:15:00,2.6,-0.55,80,360,10,16.1,100.595,0
Skee Queen,2017/2/27,17:00:00,2.6,-0.55,80,185,9,16.1,100.62,0
Coastal Reissance,2017/2/27,17:00:00,2.6,-0.55,80,185,9,16.1,100.62,0
Queen of Cumberland,2017/2/27,18:30:00,2.35,-0.25,83,175,7.5,16.1,100.66,0
Coastal Celebration,2017/2/27,19:00:00,1.9,-0.1,86.5,205,7.5,16.1,100.69,0
Skee Queen,2017/2/27,19:00:00,1.9,-0.1,86.5,205,7.5,16.1,100.69,0
Mayne Queen,2017/2/27,19:40:00,1.9,-0.1,86.5,205,7.5,16.1,100.69,0
Coastal Reissance,2017/2/27,21:00:00,2.1,0,86,0,1,16.1,100.77,0
Skee Queen,2017/2/27,21:00:00,2.1,0,86,0,1,16.1,100.77,0
Mayne Queen,2017/2/28,5:10:00,0,-1,93,340,3,24.1,101.31,0
Queen of Cumberland,2017/2/28,5:20:00,0,-1,93,340,3,24.1,101.31,0
Skee Queen,2017/2/28,7:00:00,0.45,-1.25,88.5,355,3.5,24.1,101.455,0
Coastal Celebration,2017/2/28,7:00:00,0.45,-1.25,88.5,355,3.5,24.1,101.455,0
Queen of Cumberland,2017/2/28,8:30:00,1.4,-0.95,84.5,185,3,24.1,101.56,0
Coastal Reissance,2017/2/28,9:00:00,2.9,-1.15,75,185,2.5,24.1,101.66,0
Skee Queen,2017/2/28,9:00:00,2.9,-1.15,75,185,2.5,24.1,101.66,0
Mayne Queen,2017/2/28,9:10:00,2.9,-1.15,75,185,2.5,24.1,101.66,0
Queen of Cumberland,2017/2/28,10:25:00,4.1,-1.2,68.5,250,5,24.1,101.745,0
Coastal Celebration,2017/2/28,11:00:00,4.45,-0.35,71,155,10,24.1,101.815,0
Skee Queen,2017/2/28,11:00:00,4.45,-0.35,71,155,10,24.1,101.815,0
Skee Queen,2017/2/28,13:00:00,4.9,-0.2,69.5,155,10.5,24.1,101.92,0
Coastal Reissance,2017/2/28,13:00:00,4.9,-0.2,69.5,155,10.5,24.1,101.92,0
Queen of Cumberland,2017/2/28,14:15:00,5.35,-0.15,67.5,160,12.5,24.1,101.94,0
Mayne Queen,2017/2/28,14:50:00,5.35,-0.15,67.5,160,12.5,24.1,101.94,0
Coastal Celebration,2017/2/28,15:00:00,5.7,-0.25,65.5,160,14,24.1,101.945,0
Skee Queen,2017/2/28,15:00:00,5.7,-0.25,65.5,160,14,24.1,101.945,0
Queen of Cumberland,2017/2/28,16:15:00,6.1,-0.2,64,150,14,24.1,101.945,0
Skee Queen,2017/2/28,17:00:00,6.5,0.3,64.5,160,11,24.1,101.935,0
Coastal Reissance,2017/2/28,17:00:00,6.5,0.3,64.5,160,11,24.1,101.935,0
Queen of Cumberland,2017/2/28,18:30:00,5.8,1.1,72,225,9.5,20.1,101.945,0
Mayne Queen,2017/2/28,19:40:00,4.75,2.1,83,275,8.5,16.1,101.955,0
Skee Queen,2017/2/28,19:00:00,4.75,2.1,83,275,8.5,16.1,101.955,0
Coastal Celebration,2017/2/28,19:00:00,4.75,2.1,83,275,8.5,16.1,101.955,0
Coastal Reissance,2017/2/28,21:00:00,5.1,2.8,85,210,15,16.1,101.92,0
Skee Queen,2017/2/28,21:00:00,5.1,2.8,85,210,15,16.1,101.92,0
Mayne Queen,2017/3/1,5:10:00,5.4,3.6,88,250,10,8.1,102.45,0
Queen of Cumberland,2017/3/1,5:20:00,5.4,3.6,88,250,10,8.1,102.45,1
Skee Queen,2017/3/1,7:00:00,6.55,3.5,81,250,20,24.1,102.555,0
Coastal Celebration,2017/3/1,7:00:00,6.55,3.5,81,250,20,24.1,102.555,0
Queen of Cumberland,2017/3/1,8:30:00,6.8,3.5,79.5,255,20,24.1,102.655,0
Skee Queen,2017/3/1,9:00:00,6.65,3.7,81.5,260,20,24.1,102.76,0
Coastal Reissance,2017/3/1,9:00:00,6.65,3.7,81.5,260,20,24.1,102.76,0
Mayne Queen,2017/3/1,9:10:00,6.65,3.7,81.5,260,20,24.1,102.76,0
Queen of Cumberland,2017/3/1,10:25:00,6.55,3.8,82.5,250,20,24.1,102.855,0
Coastal Celebration,2017/3/1,11:00:00,7.1,3.9,80,225,15,24.1,102.92,0
Skee Queen,2017/3/1,11:00:00,7.1,3.9,80,225,15,24.1,102.92,0
Coastal Reissance,2017/3/1,13:00:00,8,2.8,69.5,250,21,24.1,102.96,0
Skee Queen,2017/3/1,13:00:00,8,2.8,69.5,250,21,24.1,102.96,0
Mayne Queen,2017/3/1,14:50:00,7.85,2.95,71,245,15.5,24.1,102.985,0
Queen of Cumberland,2017/3/1,14:15:00,7.85,2.95,71,245,15.5,24.1,102.985,0
Skee Queen,2017/3/1,15:00:00,7.4,3.8,78,215,11.5,24.1,103.01,0
Coastal Celebration,2017/3/1,15:00:00,7.4,3.8,78,215,11.5,24.1,103.01,0
Queen of Cumberland,2017/3/1,16:15:00,7.1,4.35,82.5,205,12,24.1,103.015,0
Coastal Reissance,2017/3/1,17:00:00,7,4.15,82,190,11,24.1,103.005,0
Skee Queen,2017/3/1,17:00:00,7,4.15,82,190,11,24.1,103.005,0
Queen of Cumberland,2017/3/1,18:30:00,6.9,4.3,83.5,215,10,24.1,103,0
Mayne Queen,2017/3/1,19:40:00,7,4.4,83.5,250,9,24.1,103.005,0
Coastal Celebration,2017/3/1,19:00:00,7,4.4,83.5,250,9,24.1,103.005,0
Skee Queen,2017/3/1,19:00:00,7,4.4,83.5,250,9,24.1,103.005,1
Coastal Reissance,2017/3/1,21:00:00,6.7,4,83,260,3,24.1,102.96,0
Skee Queen,2017/3/1,21:00:00,6.7,4,83,260,3,24.1,102.96,0
Queen of Cumberland,2017/3/2,5:20:00,6.2,5,92,360,3,24.1,102.58,0
Mayne Queen,2017/3/2,5:10:00,6.2,5,92,360,3,24.1,102.58,0
Coastal Celebration,2017/3/2,7:00:00,6.45,4.8,89,115,8.5,24.1,102.495,0
Skee Queen,2017/3/2,7:00:00,6.45,4.8,89,115,8.5,24.1,102.495,0
Queen of Cumberland,2017/3/2,8:30:00,6.55,4.3,85.5,115,9,24.1,102.45,0
Mayne Queen,2017/3/2,9:10:00,6.75,4.1,83,240,4.5,21.7,102.44,0
Skee Queen,2017/3/2,9:00:00,6.75,4.1,83,240,4.5,21.7,102.44,0
Coastal Reissance,2017/3/2,9:00:00,6.75,4.1,83,240,4.5,21.7,102.44,0
Queen of Cumberland,2017/3/2,10:25:00,6.95,4.4,83.5,360,6,21.7,102.43,0
Coastal Celebration,2017/3/2,11:00:00,7.35,4.6,82.5,200,9,24.1,102.39,0
Skee Queen,2017/3/2,11:00:00,7.35,4.6,82.5,200,9,24.1,102.39,0
Coastal Reissance,2017/3/2,13:00:00,7.7,4.45,80,85,4,24.1,102.295,0
Skee Queen,2017/3/2,13:00:00,7.7,4.45,80,85,4,24.1,102.295,0
Mayne Queen,2017/3/2,14:50:00,7.2,5,86,180,4.5,20.1,102.235,0
Queen of Cumberland,2017/3/2,14:15:00,7.2,5,86,180,4.5,20.1,102.235,0
Skee Queen,2017/3/2,15:00:00,6.95,5.4,90,235,5,20.1,102.165,0
Coastal Celebration,2017/3/2,15:00:00,6.95,5.4,90,235,5,20.1,102.165,1
Queen of Cumberland,2017/3/2,16:15:00,6.75,5.45,91.5,225,5,20.1,102.075,0
Skee Queen,2017/3/2,17:00:00,6.6,5.5,92.5,230,5.5,16.1,102.005,0
Coastal Reissance,2017/3/2,17:00:00,6.6,5.5,92.5,230,5.5,16.1,102.005,1
Queen of Cumberland,2017/3/2,18:30:00,6.5,5.4,92.5,275,6.5,20.1,101.955,0
Coastal Celebration,2017/3/2,19:00:00,6.45,4.85,89.5,190,5,24.1,101.885,1
Skee Queen,2017/3/2,19:00:00,6.45,4.85,89.5,190,5,24.1,101.885,0
Mayne Queen,2017/3/2,19:40:00,6.45,4.85,89.5,190,5,24.1,101.885,0
Coastal Reissance,2017/3/2,21:00:00,6.4,5.1,91,110,3,24.1,101.81,0
Skee Queen,2017/3/2,21:00:00,6.4,5.1,91,110,3,24.1,101.81,0
Mayne Queen,2017/3/3,5:10:00,8.1,6.4,89,240,20,16.1,101.16,0
Queen of Cumberland,2017/3/3,5:20:00,8.1,6.4,89,240,20,16.1,101.16,0
Skee Queen,2017/3/3,7:00:00,7.75,5,82.5,250,22.5,20.1,101.13,0
Coastal Celebration,2017/3/3,7:00:00,7.75,5,82.5,250,22.5,20.1,101.13,0
Queen of Cumberland,2017/3/3,8:30:00,7.4,4.1,79.5,260,16.5,20.1,101.105,0
Skee Queen,2017/3/3,9:00:00,7.15,3.5,77.5,270,11,20.1,101.08,0
Coastal Reissance,2017/3/3,9:00:00,7.15,3.5,77.5,270,11,20.1,101.08,0
Mayne Queen,2017/3/3,9:10:00,7.15,3.5,77.5,270,11,20.1,101.08,0
Queen of Cumberland,2017/3/3,10:25:00,7.25,3.25,75.5,225,8.5,20.1,101.045,0
Coastal Celebration,2017/3/3,11:00:00,6.95,4,81.5,220,8,14.5,100.95,0
Skee Queen,2017/3/3,11:00:00,6.95,4,81.5,220,8,14.5,100.95,0
Queen of New Westminster,2017/3/3,12:00:00,6.6,4.45,86,275,9.5,14.5,100.81,0
Skee Queen,2017/3/3,13:00:00,6.45,4.05,84.5,280,15.5,12.9,100.675,0
Coastal Reissance,2017/3/3,13:00:00,6.45,4.05,84.5,280,15.5,12.9,100.675,0
Queen of Cumberland,2017/3/3,14:15:00,5.9,3.9,87,280,17,9.7,100.565,0
Mayne Queen,2017/3/3,14:50:00,5.9,3.9,87,280,17,9.7,100.565,0
Coastal Celebration,2017/3/3,15:00:00,5.3,3.45,88,270,18.5,11.3,100.52,0
Skee Queen,2017/3/3,15:00:00,5.3,3.45,88,270,18.5,11.3,100.52,0
Queen of New Westminster,2017/3/3,16:00:00,4.6,2.6,87,245,20.5,12.9,100.49,0
Queen of Cumberland,2017/3/3,16:15:00,4.6,2.6,87,245,20.5,12.9,100.49,0
Skee Queen,2017/3/3,17:00:00,4.3,2.4,87.5,245,17,18.5,100.42,0
Coastal Reissance,2017/3/3,17:00:00,4.3,2.4,87.5,245,17,18.5,100.42,0
Queen of Cumberland,2017/3/3,18:30:00,4.45,2.55,87.5,255,20,21.7,100.385,1
Coastal Celebration,2017/3/3,19:00:00,4.15,1.85,85,260,30,21.7,100.37,0
Mayne Queen,2017/3/3,19:40:00,4.15,1.85,85,260,30,21.7,100.37,0
Skee Queen,2017/3/3,19:00:00,4.15,1.85,85,260,30,21.7,100.37,0
Coastal Reissance,2017/3/3,21:00:00,3.8,1.2,83,270,25,24.1,100.4,0
Skee Queen,2017/3/3,21:00:00,3.8,1.2,83,270,25,24.1,100.4,0
Mayne Queen,2017/3/4,5:40:00,1.8,-0.8,83,340,7,24.1,100.76,0
Queen of Cumberland,2017/3/4,5:50:00,1.8,-0.8,83,340,7,24.1,100.76,0
Coastal Celebration,2017/3/4,7:00:00,2.5,-0.1,83,270,10.5,24.1,100.765,0
Skee Queen,2017/3/4,7:00:00,2.5,-0.1,83,270,10.5,24.1,100.765,0
Mayne Queen,2017/3/4,8:15:00,3.15,-0.3,78.5,315,4,24.1,100.745,0
Skee Queen,2017/3/4,9:00:00,4.2,-0.3,72.5,260,3.5,24.1,100.735,0
Coastal Reissance,2017/3/4,9:00:00,4.2,-0.3,72.5,260,3.5,24.1,100.735,0
Queen of Cumberland,2017/3/4,9:35:00,4.2,-0.3,72.5,260,3.5,24.1,100.735,0
Coastal Celebration,2017/3/4,11:00:00,3.95,0.55,78.5,100,17,24.1,100.685,0
Skee Queen,2017/3/4,11:00:00,3.95,0.55,78.5,100,17,24.1,100.685,0
Skee Queen,2017/3/4,13:00:00,4.45,-0.15,72,100,17,24.1,100.52,0
Coastal Reissance,2017/3/4,13:00:00,4.45,-0.15,72,100,17,24.1,100.52,0
Queen of Cumberland,2017/3/4,14:30:00,4.8,0,71,80,15.5,24.1,100.42,0
Coastal Celebration,2017/3/4,15:00:00,5.25,-0.05,68.5,75,12.5,24.1,100.335,0
Skee Queen,2017/3/4,15:00:00,5.25,-0.05,68.5,75,12.5,24.1,100.335,0
Mayne Queen,2017/3/4,16:00:00,5.65,0.15,67.5,70,12,24.1,100.24,0
Coastal Reissance,2017/3/4,17:00:00,5.65,0.15,67.5,55,11,24.1,100.155,0
Skee Queen,2017/3/4,17:00:00,5.65,0.15,67.5,55,11,24.1,100.155,0
Queen of Cumberland,2017/3/4,18:35:00,5.55,0.05,67.5,45,11.5,24.1,100.09,0
Mayne Queen,2017/3/4,19:10:00,5.45,-0.15,67,30,12,24.1,100.025,0
Skee Queen,2017/3/4,19:00:00,5.45,-0.15,67,30,12,24.1,100.025,0
Coastal Celebration,2017/3/4,19:00:00,5.45,-0.15,67,30,12,24.1,100.025,0
Skee Queen,2017/3/4,21:00:00,5.3,-0.5,66,30,9,24.1,99.94,0
Coastal Reissance,2017/3/4,21:00:00,5.3,-0.5,66,30,9,24.1,99.94,0
Mayne Queen,2017/3/5,6:00:00,1.6,0.2,90.5,355,14,24.1,99.8,0
Queen of Cumberland,2017/3/5,6:25:00,1.6,0.2,90.5,355,14,24.1,99.8,0
Coastal Celebration,2017/3/5,7:00:00,1.75,0.3,90,360,10.5,24.1,99.815,0
Queen of Cumberland,2017/3/5,9:35:00,2.65,1.1,89.5,360,15,20.1,99.8,1
Skee Queen,2017/3/5,9:00:00,2.65,1.1,89.5,360,15,20.1,99.8,0
Coastal Reissance,2017/3/5,9:00:00,2.65,1.1,89.5,360,15,20.1,99.8,0
Skee Queen,2017/3/5,11:00:00,2.95,1.4,89.5,350,18,21.7,99.765,0
Coastal Celebration,2017/3/5,11:00:00,2.95,1.4,89.5,350,18,21.7,99.765,0
Queen of New Westminster,2017/3/5,12:00:00,4,2.05,87,340,17.5,24.1,99.715,0
Coastal Reissance,2017/3/5,13:00:00,5,2.1,81.5,335,16.5,24.1,99.68,0
Skee Queen,2017/3/5,13:00:00,5,2.1,81.5,335,16.5,24.1,99.68,0
Queen of Cumberland,2017/3/5,14:40:00,5.15,2.1,80.5,345,15.5,24.1,99.68,0
Mayne Queen,2017/3/5,14:15:00,5.15,2.1,80.5,345,15.5,24.1,99.68,0
Coastal Celebration,2017/3/5,15:00:00,4.65,2.05,83,185,14,24.1,99.705,0
Skee Queen,2017/3/5,15:00:00,4.65,2.05,83,185,14,24.1,99.705,0
Queen of New Westminster,2017/3/5,16:00:00,4.45,1.85,83,170,14,24.1,99.735,0
Coastal Reissance,2017/3/5,17:00:00,4.25,1.8,84,330,11.5,24.1,99.775,0
Mayne Queen,2017/3/5,17:25:00,4.25,1.8,84,330,11.5,24.1,99.775,0
Skee Queen,2017/3/5,17:00:00,4.25,1.8,84,330,11.5,24.1,99.775,0
Queen of Cumberland,2017/3/5,18:25:00,3.9,1.85,86.5,285,13.5,24.1,99.835,1
Mayne Queen,2017/3/5,19:10:00,3.3,1.65,89,255,14.5,24.1,99.89,0
Skee Queen,2017/3/5,19:00:00,3.3,1.65,89,255,14.5,24.1,99.89,0
Coastal Celebration,2017/3/5,19:00:00,3.3,1.65,89,255,14.5,24.1,99.89,0
Queen of New Westminster,2017/3/5,20:00:00,2.9,1.35,89.5,275,9.5,24.1,99.935,0
Skee Queen,2017/3/5,21:00:00,2.9,1.3,89,280,8,24.1,99.96,0
Coastal Reissance,2017/3/5,21:00:00,2.9,1.3,89,280,8,24.1,99.96,0
Mayne Queen,2017/3/6,5:10:00,3.3,0.5,82,230,18,24.1,100.65,0
Queen of Cumberland,2017/3/6,5:20:00,3.3,0.5,82,230,18,24.1,100.65,0
Skee Queen,2017/3/6,7:00:00,2.05,0.1,87,225,14.5,13.65,100.765,0
Coastal Celebration,2017/3/6,7:00:00,2.05,0.1,87,225,14.5,13.65,100.765,0
Queen of Cumberland,2017/3/6,8:30:00,2.7,0.6,86,225,7,24.1,100.82,0
Mayne Queen,2017/3/6,9:10:00,2.65,0.4,85,255,16,20.1,100.91,0
Coastal Reissance,2017/3/6,9:00:00,2.65,0.4,85,255,16,20.1,100.91,0
Skee Queen,2017/3/6,9:00:00,2.65,0.4,85,255,16,20.1,100.91,0
Queen of Cumberland,2017/3/6,10:25:00,2.3,0.3,86.5,310,12,20.1,100.995,0
Coastal Celebration,2017/3/6,11:00:00,3.05,0.2,81.5,305,12,24.1,101.055,0
Skee Queen,2017/3/6,11:00:00,3.05,0.2,81.5,305,12,24.1,101.055,0
Coastal Reissance,2017/3/6,13:00:00,4.3,0.55,76.5,235,21,24.1,101.125,0
Skee Queen,2017/3/6,13:00:00,4.3,0.55,76.5,235,21,24.1,101.125,0
Mayne Queen,2017/3/6,14:50:00,4.8,-0.65,68,240,27,24.1,101.14,0
Queen of Cumberland,2017/3/6,14:15:00,4.8,-0.65,68,240,27,24.1,101.14,0
Coastal Celebration,2017/3/6,15:00:00,5,-1.15,64.5,250,27.5,24.1,101.17,0
Skee Queen,2017/3/6,15:00:00,5,-1.15,64.5,250,27.5,24.1,101.17,0
Queen of Cumberland,2017/3/6,16:15:00,5,-0.3,68.5,250,25,24.1,101.225,0
Skee Queen,2017/3/6,17:00:00,4.85,-0.35,69,250,20.5,24.1,101.285,0
Coastal Reissance,2017/3/6,17:00:00,4.85,-0.35,69,250,20.5,24.1,101.285,0
Queen of Cumberland,2017/3/6,18:30:00,4.45,-0.85,68.5,250,18.5,24.1,101.335,0
Coastal Celebration,2017/3/6,19:00:00,3.7,-1,71.5,265,14,21.7,101.4,0
Skee Queen,2017/3/6,19:00:00,3.7,-1,71.5,265,14,21.7,101.4,0
Mayne Queen,2017/3/6,19:40:00,3.7,-1,71.5,265,14,21.7,101.4,0
Skee Queen,2017/3/6,21:00:00,2.8,0,82,320,4,24.1,101.46,0
Coastal Reissance,2017/3/6,21:00:00,2.8,0,82,320,4,24.1,101.46,0
Queen of Cumberland,2017/3/7,5:20:00,4.2,0.4,76,120,9,24.1,101.47,0
Mayne Queen,2017/3/7,5:10:00,4.2,0.4,76,120,9,24.1,101.47,1
Skee Queen,2017/3/7,7:00:00,4.05,1.45,83,130,19,24.1,101.41,0
Coastal Celebration,2017/3/7,7:00:00,4.05,1.45,83,130,19,24.1,101.41,0
Queen of Cumberland,2017/3/7,8:30:00,4.5,1.7,82,120,23.5,24.1,101.345,0
Coastal Reissance,2017/3/7,9:00:00,4.55,1.65,81.5,120,27,21.7,101.295,0
Skee Queen,2017/3/7,9:00:00,4.55,1.65,81.5,120,27,21.7,101.295,0
Mayne Queen,2017/3/7,9:10:00,4.55,1.65,81.5,120,27,21.7,101.295,0
Queen of Cumberland,2017/3/7,10:25:00,4.4,1.6,82,125,29,21.7,101.23,0
Skee Queen,2017/3/7,11:00:00,4.3,1.75,83.5,125,27.5,18.5,101.165,0
Coastal Celebration,2017/3/7,11:00:00,4.3,1.75,83.5,125,27.5,18.5,101.165,1
Skee Queen,2017/3/7,13:00:00,4.65,2.6,86.5,125,18,12.9,101.03,0
Coastal Reissance,2017/3/7,13:00:00,4.65,2.6,86.5,125,18,12.9,101.03,0
Queen of Cumberland,2017/3/7,14:15:00,4.9,2.9,87,130,13,12.9,100.985,0
Mayne Queen,2017/3/7,14:50:00,4.9,2.9,87,130,13,12.9,100.985,0
Skee Queen,2017/3/7,15:00:00,5.15,2.9,85.5,250,3.5,16.1,100.97,0
Coastal Celebration,2017/3/7,15:00:00,5.15,2.9,85.5,250,3.5,16.1,100.97,0
Queen of Cumberland,2017/3/7,16:15:00,5.15,2.4,82.5,270,3,19.3,100.955,0
Skee Queen,2017/3/7,17:00:00,5.15,2.6,83.5,190,6,21.7,100.965,0
Coastal Reissance,2017/3/7,17:00:00,5.15,2.6,83.5,190,6,21.7,100.965,0
Queen of Cumberland,2017/3/7,18:30:00,5.15,3.35,88,205,7.5,18.5,101,0
Skee Queen,2017/3/7,19:00:00,5.15,3.55,89.5,220,15,14.5,101.055,0
Mayne Queen,2017/3/7,19:40:00,5.15,3.55,89.5,220,15,14.5,101.055,0
Coastal Celebration,2017/3/7,19:00:00,5.15,3.55,89.5,220,15,14.5,101.055,0
Coastal Reissance,2017/3/7,21:00:00,5,1.3,77,240,21,24.1,101.2,0
Skee Queen,2017/3/7,21:00:00,5,1.3,77,240,21,24.1,101.2,0
Mayne Queen,2017/3/8,5:10:00,2.5,0.7,88,280,12,24.1,101.95,0
Queen of Cumberland,2017/3/8,5:20:00,2.5,0.7,88,280,12,24.1,101.95,0
Coastal Celebration,2017/3/8,7:00:00,3.15,1.05,86,265,10.5,24.1,101.985,0
Skee Queen,2017/3/8,7:00:00,3.15,1.05,86,265,10.5,24.1,101.985,0
Queen of Cumberland,2017/3/8,8:30:00,3.9,1.25,83,245,17,24.1,102.025,0
Coastal Reissance,2017/3/8,9:00:00,4.5,1.15,79,240,20,24.1,102.08,0
Skee Queen,2017/3/8,9:00:00,4.5,1.15,79,240,20,24.1,102.08,0
Mayne Queen,2017/3/8,9:10:00,4.5,1.15,79,240,20,24.1,102.08,0
Queen of Cumberland,2017/3/8,10:25:00,5.1,0.75,73.5,235,16,24.1,102.1,0
Coastal Celebration,2017/3/8,11:00:00,5.65,0.55,69.5,200,12.5,24.1,102.09,0
Skee Queen,2017/3/8,11:00:00,5.65,0.55,69.5,200,12.5,24.1,102.09,0
Coastal Reissance,2017/3/8,13:00:00,6,-0.1,65,120,17.5,24.1,102.015,0
Skee Queen,2017/3/8,13:00:00,6,-0.1,65,120,17.5,24.1,102.015,0
Queen of Cumberland,2017/3/8,14:15:00,6.1,-0.55,62.5,125,15,24.1,101.98,0
Mayne Queen,2017/3/8,14:50:00,6.1,-0.55,62.5,125,15,24.1,101.98,0
Skee Queen,2017/3/8,15:00:00,5.85,-0.8,62.5,225,9,24.1,101.95,0
Queen of Cumberland,2017/3/8,16:15:00,4.85,0.4,73.5,325,10.5,24.1,101.945,0
Coastal Reissance,2017/3/8,17:00:00,3.85,1.55,85,340,13.5,20.1,101.94,0
Skee Queen,2017/3/8,17:00:00,3.85,1.55,85,340,13.5,20.1,101.94,0
Queen of Cumberland,2017/3/8,18:30:00,3.5,1.7,88,345,9.5,16.1,101.94,0
Skee Queen,2017/3/8,19:00:00,3.3,1.85,90,350,5.5,16.1,101.935,0
Mayne Queen,2017/3/8,19:40:00,3.3,1.85,90,350,5.5,16.1,101.935,0
Coastal Celebration,2017/3/8,19:00:00,3.3,1.85,90,350,5.5,16.1,101.935,0
Skee Queen,2017/3/8,21:00:00,3.4,1.9,90,30,6,16.1,101.89,0
Coastal Reissance,2017/3/8,21:00:00,3.4,1.9,90,30,6,16.1,101.89,0
Mayne Queen,2017/3/9,5:10:00,2.6,1.6,93,360,7,24.1,102.11,0
Queen of Cumberland,2017/3/9,5:20:00,2.6,1.6,93,360,7,24.1,102.11,0
Coastal Celebration,2017/3/9,7:00:00,2.65,1,89,360,10.5,24.1,102.07,0
Skee Queen,2017/3/9,7:00:00,2.65,1,89,360,10.5,24.1,102.07,0
Queen of Cumberland,2017/3/9,8:30:00,3.1,1.15,87,185,11,24.1,102.025,0
Skee Queen,2017/3/9,9:00:00,3.5,1.3,85.5,180,13,24.1,102,0
Coastal Reissance,2017/3/9,9:00:00,3.5,1.3,85.5,180,13,24.1,102,0
Mayne Queen,2017/3/9,9:10:00,3.5,1.3,85.5,180,13,24.1,102,0
Queen of Cumberland,2017/3/9,10:25:00,3.85,1.5,84.5,355,15,24.1,101.985,0
Skee Queen,2017/3/9,11:00:00,3.95,1.75,85.5,360,16,21.7,101.95,0
Coastal Celebration,2017/3/9,11:00:00,3.95,1.75,85.5,360,16,21.7,101.95,0
Spirit of Vancouver Island,2017/3/9,12:00:00,4,2.1,87.5,195,14,14.5,101.855,0
Skee Queen,2017/3/9,13:00:00,4.25,2.55,88.5,35,12,9.7,101.7,0
Coastal Reissance,2017/3/9,13:00:00,4.25,2.55,88.5,35,12,9.7,101.7,0
Queen of Cumberland,2017/3/9,14:15:00,4.15,2.55,89,50,13.5,9.7,101.54,0
Mayne Queen,2017/3/9,14:50:00,4.15,2.55,89,50,13.5,9.7,101.54,0
Coastal Celebration,2017/3/9,15:00:00,4.05,2.65,90.5,210,15.5,7.25,101.355,0
Skee Queen,2017/3/9,15:00:00,4.05,2.65,90.5,210,15.5,7.25,101.355,0
Spirit of Vancouver Island,2017/3/9,16:00:00,3.75,2.7,93,190,15,7.25,101.21,0
Queen of Cumberland,2017/3/9,16:15:00,3.75,2.7,93,190,15,7.25,101.21,0
Coastal Reissance,2017/3/9,17:00:00,3.65,2.75,94,190,15,9.7,101.135,0
Skee Queen,2017/3/9,17:00:00,3.65,2.75,94,190,15,9.7,101.135,0
Queen of Cumberland,2017/3/9,18:30:00,3.3,2.4,94,360,14.5,8.05,101.085,0
Coastal Celebration,2017/3/9,19:00:00,2.85,2.05,94.5,345,11.5,7.25,101.06,0
Mayne Queen,2017/3/9,19:40:00,2.85,2.05,94.5,345,11.5,7.25,101.06,0
Skee Queen,2017/3/9,19:00:00,2.85,2.05,94.5,345,11.5,7.25,101.06,0
Coastal Reissance,2017/3/9,21:00:00,3.3,2.6,95,350,9,8.1,101,0
Skee Queen,2017/3/9,21:00:00,3.3,2.6,95,350,9,8.1,101,0
Mayne Queen,2017/3/10,5:10:00,9.5,6.1,79,250,32,24.1,101.23,0
Queen of Cumberland,2017/3/10,5:20:00,9.5,6.1,79,250,32,24.1,101.23,0
Skee Queen,2017/3/10,7:00:00,9.1,5.6,78.5,270,29.5,24.1,101.475,0
Spirit of Vancouver Island,2017/3/10,7:00:00,9.1,5.6,78.5,270,29.5,24.1,101.475,0
Queen of Cumberland,2017/3/10,8:30:00,8.4,5,79,270,23,24.1,101.665,0
Coastal Reissance,2017/3/10,9:00:00,8.2,4.05,75,260,25,24.1,101.84,0
Skee Queen,2017/3/10,9:00:00,8.2,4.05,75,260,25,24.1,101.84,0
Mayne Queen,2017/3/10,9:10:00,8.2,4.05,75,260,25,24.1,101.84,0
Queen of Cumberland,2017/3/10,10:25:00,8.1,3.1,70.5,265,36.5,24.1,102,0
Spirit of Vancouver Island,2017/3/10,11:00:00,8.45,2.5,66,275,41.5,24.1,102.14,0
Skee Queen,2017/3/10,11:00:00,8.45,2.5,66,275,41.5,24.1,102.14,0
Coastal Celebration,2017/3/10,12:00:00,8.65,2.05,63,275,35.5,24.1,102.26,0
Coastal Reissance,2017/3/10,13:00:00,8.6,2,63,280,34.5,24.1,102.32,0
Skee Queen,2017/3/10,13:00:00,8.6,2,63,280,34.5,24.1,102.32,0
Mayne Queen,2017/3/10,14:50:00,8.75,2.25,63.5,280,30.5,24.1,102.345,0
Queen of Cumberland,2017/3/10,14:15:00,8.75,2.25,63.5,280,30.5,24.1,102.345,0
Spirit of Vancouver Island,2017/3/10,15:00:00,8.9,2.3,63,265,22,24.1,102.375,1
Skee Queen,2017/3/10,15:00:00,8.9,2.3,63,265,22,24.1,102.375,0
Queen of Cumberland,2017/3/10,16:15:00,8.95,2,61.5,255,16,24.1,102.405,0
